image_path,boat_model,photo_type,boat_type
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Vision 444/b1fa312febbd.jpg,Vision 444,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Vision 444/936647f43cff.jpg,Vision 444,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Vision 444/9744025fb415.jpg,Vision 444,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Vision 444/3f5257200687.jpg,Vision 444,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/255a05e9978f.jpg,Jeanneau 65,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/e131aad814c8.jpg,Jeanneau 65,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/452858be2b01.jpg,Jeanneau 65,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/90c4c33c541f.jpg,Jeanneau 65,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/e0bab3f0e86d.jpg,Jeanneau 65,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/b53f81e390c5.jpg,Jeanneau 65,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/f71a492823b3.jpg,Jeanneau 65,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/6f174c6ab41e.jpg,Jeanneau 65,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/63a4432b9de4.jpg,Jeanneau 65,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/b33eac675e44.jpg,Jeanneau 65,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/4be8ebe29e58.jpg,Jeanneau 65,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/2675cb378391.jpg,Jeanneau 65,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/184a0af4c9e8.jpg,Jeanneau 65,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/9a12d935e3f5.jpg,Jeanneau 65,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/e8c0a6239b0e.jpg,Jeanneau 65,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/016cb3e4dece.jpg,Jeanneau 65,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/d1899b3248ad.jpg,Jeanneau 65,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/ed33bd8e7a0c.jpg,Jeanneau 65,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/b8acdb4c707d.jpg,Jeanneau 65,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/fb21f02d13d2.jpg,Jeanneau 65,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/992e471ae3ac.jpg,Jeanneau 65,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/ecd1c932d382.jpg,Jeanneau 65,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/49916b086c4b.jpg,Jeanneau 65,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/e7fab7788dcb.jpg,Jeanneau 65,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/893a519e36c6.jpg,Jeanneau 65,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/ba3a476426f5.jpg,Jeanneau 65,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/20bab9c58f95.jpg,Jeanneau 65,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/f6c570085d6f.jpg,Jeanneau 65,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/5e7e54451fe8.jpg,Jeanneau 65,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/232e62ef316d.jpg,Jeanneau 65,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/adb24625a94d.jpg,Jeanneau 65,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/1bb1ef8a0f05.jpg,Jeanneau 65,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/a80dd6989a85.jpg,Jeanneau 65,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/f3f3cfe47cba.jpg,Jeanneau 65,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/f9607e5e8a39.jpg,Jeanneau 65,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/e6f333607181.jpg,Jeanneau 65,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/707131c57d35.jpg,Jeanneau 65,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Jeanneau 65/208dd354d164.jpg,Jeanneau 65,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/05e29376dd60.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/79f2b92b7fe8.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/891670df8e83.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/459d57356a9e.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/8ebee392fd14.jpg,Flagman Yachts Butterfly 79',out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/62914cc5676e.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/37d69fa7705a.jpg,Flagman Yachts Butterfly 79',out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/e27e228c284b.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/ed994848e0ff.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/7d5de59dd5cd.jpg,Flagman Yachts Butterfly 79',out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/d8be7cc85744.jpg,Flagman Yachts Butterfly 79',out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/02cd5d76a262.jpg,Flagman Yachts Butterfly 79',out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/35d94d30d844.jpg,Flagman Yachts Butterfly 79',boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/208aa5c74e03.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/61cb929c91c6.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/87a3ae3c8fa0.jpg,Flagman Yachts Butterfly 79',out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/7ea16ceeea17.jpg,Flagman Yachts Butterfly 79',out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/eafcda4ca0f6.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/5557ad931eba.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/4757960bdbab.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/c1e55cd03809.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/3914b776b828.jpg,Flagman Yachts Butterfly 79',boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/0e9220d2ce7d.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/004db4891dc4.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/950e55d47984.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/25abf722abc5.jpg,Flagman Yachts Butterfly 79',out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/97eafdb3dc52.jpg,Flagman Yachts Butterfly 79',out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/26026bd1a38b.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/c251590e5aef.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/691ef55256ea.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/0a6ad99a2d5b.jpg,Flagman Yachts Butterfly 79',boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/675e4e4bb3a5.jpg,Flagman Yachts Butterfly 79',out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/b7ab4f5b8b46.jpg,Flagman Yachts Butterfly 79',out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/a1c624b5cccc.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/fa759661963a.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/779a4460b278.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/8b357b9e568d.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/9cdc4ae98e36.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/8029b1a06cc8.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/0ccba62b6686.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/1240229a397d.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/4d8163bb9eb6.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/f9c6afb88f6b.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/f39be5af33f4.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/e1e4e1dfab8d.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/bd6596218c72.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/fe0a9bb87f91.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Flagman Yachts Butterfly 79'/89f167289c60.jpg,Flagman Yachts Butterfly 79',in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/51e29c2d3ebd.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/570bf9feb3cd.jpg,X-Yachts X5⁶,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/68ee73c9f680.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/d79dac18bc62.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/fea46d21a1b3.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/b4ce2807daf4.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/b14e1bf756f2.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/683e310694a0.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/7a02052a9fd7.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/4fb200edf19b.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/c34b456b5cb1.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/b43e1c3ae3f4.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/a7e1f99f931f.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/14f99ff89826.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/a6690e6c17d7.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/aa8e7c0c0ce3.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/067a6f7b33ef.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/c56d3eaaf611.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/d00bcd569625.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/0b4a363a388f.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/7449b7d29714.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/a4ec99811f84.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/fc6404f6a5d4.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/75716b33729d.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/565f5e2404bb.jpg,X-Yachts X5⁶,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/f33655bb06f7.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/83e56e202249.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/5d066b0814b0.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/388a49d74d26.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/aaa369d2fd48.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/e294a75a827f.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/6c5b8cd3f852.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/8df6b8ce8ced.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/4cec2df70155.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/25380d784524.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/fbe2ddd6272b.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/6ee78e991f22.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/6f85ac726b0a.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/a31afa45f2e8.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/0b678ab9149f.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/04b2b1495c7c.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/f184b7d75f61.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/487ba3452734.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/62f5ca496681.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/99b650cf7989.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/a5292de173a0.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/bd9275932bd6.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/6b517035da66.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/f7c8b7918914.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/3b602e1beb9c.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/02a713225d11.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/bdca83c13552.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/9a667feccfa3.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/98dc0e75d821.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/3dddbde66143.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/9a2a0271aa5d.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/dbae0bee27cc.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/7ce74dc0a731.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/fa25aeb206b0.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/527d2aeceb1a.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/2b3b41a1745f.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/4eaaba30f3e3.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/230a7d17f3f6.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/98ee3ba6f565.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/e275ddc55a09.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/e6c9b922d9af.jpg,X-Yachts X5⁶,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/9069605f633c.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/X-Yachts X5⁶/325a8315615c.jpg,X-Yachts X5⁶,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/2bcc57d11f66.jpg,Hanse 510,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/b4e5711c8c49.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/99c4a782b7da.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/6cb670b305ac.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/456c9f5e6732.jpg,Hanse 510,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/d6bf471d59fd.jpg,Hanse 510,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/ecfb69d0e5e9.jpg,Hanse 510,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/acd9ce0309c5.jpg,Hanse 510,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/a01ed521b4db.jpg,Hanse 510,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/e8350a909705.jpg,Hanse 510,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/bb6478f51611.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/6c6a66717821.jpg,Hanse 510,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/fccd83ece8d6.jpg,Hanse 510,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/3083618d01b4.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/1c0f1295aab8.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/572929d4f506.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/8ef44b3e1380.jpg,Hanse 510,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/9aa72d00d6ff.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/d65e3502aa59.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/d66be8814e7c.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/9de7cf58deb6.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/020a40150075.jpg,Hanse 510,in,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/f8d935be0269.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/fc4bbeb5f1e8.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/c12f8364fb4e.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/d360d0a74b61.jpg,Hanse 510,out,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/6f3c24926961.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/c1cf7b52789c.jpg,Hanse 510,boat,seal
/home/msolonin/Desktop/YachtDatasets/scrapper/images_SEAL/Hanse 510/c5f580916008.jpg,Hanse 510,in,seal
