boat_name,boat_type,boat_description,price,boat_url,loa_m,loa_ft,beam_m,beam_ft,draft_m,draft_ft,deadweight_t,displacement_t,fuel_capacity_l,water_tank_l,max_people,cabins,berths_for_guests,bathrooms,mainsail_m2,mainsail_optional_m2,jib_self_m2,genoa_m2,gennaker_m2,code_zero_m2,keel,ce_class,hull_type,hull_material,design,type_by_usage,deck_arrangement,builder,country,series,model,period_of_manufacture,crew,genoa_optional_m2,code_zero_optional_m2,spinnaker_optional_m2,mainsail_in_m2,spinnaker_m2,jib_m2,jib_optional_m2,max_speed_kt,cruising_speed_kt,gennaker_optional_m2,mainsail_lazy_bag_m2,mainsail_lazy_bag_optional_m2,jib_self_optional_m2,genoa_self_optional_m2,code_zero_optional_optional_m2,spinnaker_optional_optional_m2
C-Yacht 47ac,Sailing yacht,"The C-Yacht 47ac is produced by the brand C-Yacht since 2018. C-Yacht 47ac is a 14.43 meters center-cockpit yacht with 3 guest cabins and a draft of 1.90 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new C-Yacht 47ac is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/8658-c-yacht-47ac,14.43,47.416666666666664,4.4,14.5,1.9,6.25,,,,,,3.0,6.0,2.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,C-Yacht,Netherlands,,47ac,from 2018,,,,,,,,,,,,,,,,,
C-Yacht 42ac,Sailing yacht,"The C-Yacht 42ac is produced by the brand C-Yacht since 2018. C-Yacht 42ac is a 12.97 meters center-cockpit yacht with 3 guest cabins and a draft of 1.90 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new C-Yacht 42ac is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/8657-c-yacht-42ac,12.97,42.583333333333336,4.1,13.5,1.9,6.25,,,,,,3.0,6.0,2.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With central / scandinavian cockpit,C-Yacht,Netherlands,,42ac,from 2018,,,,,,,,,,,,,,,,,
C-Yacht 1250i,Sailing yacht,"The C-Yacht 1250i is produced by the brand C-Yacht since 2015. C-Yacht 1250i is a 12.88 meters center-cockpit yacht with 3 guest cabins and a draft of 1.80 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new C-Yacht 1250i is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/8659-c-yacht-1250i,12.88,42.333333333333336,3.9,12.833333333333334,1.8,5.916666666666667,,,250.0,320.0,,3.0,6.0,,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With central / scandinavian cockpit,C-Yacht,Netherlands,,1250i,from 2015,,,,,,,,,,,,,,,,,
C-Yacht 1150,Sailing yacht,"The C-Yacht 1150 is produced by the brand C-Yacht since 2010. C-Yacht 1150 is a 11.97 meters center-cockpit yacht with a draft of 1.80 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new C-Yacht 1150 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2044-c-yacht-1150,11.97,39.333333333333336,3.64,12.0,1.8,5.916666666666667,,7.8 (half load),160.0,320.0,,,,,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With central / scandinavian cockpit,C-Yacht,Netherlands,,1150,from 2010,,,,,,,,,,,,,,,,,
C-Yacht 1050,Sailing yacht,"The C-Yacht 1050 is produced by the brand C-Yacht since 2010. C-Yacht 1050 is a 10.85 meters center-cockpit yacht with 2 guest cabins and a draft of 1.70 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new C-Yacht 1050 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/1697-c-yacht-1050,10.85,35.666666666666664,3.45,11.333333333333334,1.7,5.583333333333333,,,100.0,200.0,,2.0,,,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With central / scandinavian cockpit,C-Yacht,Netherlands,,1050,from 2010,,,,,,,,,,,,,,,,,
C-Yacht 1100,Sailing yacht,"The C-Yacht 1100 is produced by the brand C-Yacht since 2007. C-Yacht 1100 is a 11.00 meters center-cockpit yacht with a draft of 1.60 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new C-Yacht 1100 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2221-c-yacht-1100,11.0,36.166666666666664,3.7,12.166666666666666,1.6,5.25,,7.1 (half load),150.0,300.0,,,,,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With central / scandinavian cockpit,C-Yacht,Netherlands,,1100,from 2007,,,,,,,,,,,,,,,,,
C-Yacht 1130 ds,Sailing yacht,"The C-Yacht 1130 ds is produced by the brand C-Yacht since 2002. C-Yacht 1130 ds is a 11.30 meters yacht with deck saloon with a draft of 1.60 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new C-Yacht 1130 ds is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2111-c-yacht-1130-ds,11.3,37.083333333333336,3.7,12.166666666666666,1.6,5.25,,7.3 (half load),290.0,350.0,,,,,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,C-Yacht,Netherlands,,1130 ds,from 2002,,,,,,,,,,,,,,,,,
Dragonfly 40,Sailing yacht,The Dragonfly 40 is produced by the brand Dragonfly since 2020. Dragonfly 40 is a 12.40 meters sailing trimaran with 2 guest cabins and a draft of 2.20 meters which can reach speeds up to 24 knots. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Dragonfly 40 is €570.0 thousand.,"from €570,000",https://itboat.com/models/10220-dragonfly-40,12.4,40.75,4.0,13.166666666666666,2.2,7.25,5.8,,150.0,220.0,8.0,2.0,4.0,1.0,65.0,,,33.0,120.0,65.0,Сenterboard,A - Ocean,Trimaran,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Dragonfly,Denmark,,40,from 2020,,,,,,,25.0,,24.0,,,,,,,,
Dragonfly 25,Sailing yacht,"The Dragonfly 25 is produced by the brand Dragonfly since 2015. Dragonfly 25 is a 7.65 meters sailing trimaran with accommodation for 6 guests and a draft of 0.38 meters which can reach speeds up to 21 knots. The yacht with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new Dragonfly 25 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/6213-dragonfly-25,7.65,25.166666666666668,5.8,19.083333333333332,0.38,1.25,1.6,,,,6.0,,,,,,,,,,Сenterboard,C - Coastal waters,,,,Performance Cruiser,Other,Dragonfly,Denmark,,25,from 2015,,,,,,,,,21.0,,,,,,,,
Dragonfly 32,Sailing yacht,"The Dragonfly 32 is produced by the brand Dragonfly since 2014. Dragonfly 32 is a 11.99 meters sailing trimaran with 2 guest cabins and a draft of 0.50 meters which can reach speeds up to 23 knots. The base price of a new Dragonfly 32 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/5013-dragonfly-32,11.99,39.416666666666664,8.0,26.25,0.5,1.6666666666666665,,,75.0,120.0,7.0,2.0,4.0,,,,,,,,Сenterboard,,Trimaran,,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Dragonfly,Denmark,,32,from 2014,,,,,,,,,23.0,,,,,,,,
Dragonfly 28,Sailing yacht,"The Dragonfly 28 is produced by the brand Dragonfly since 2013. Dragonfly 28 is a 8.75 meters sailing trimaran with 5 guest cabins and a draft of 1.70 meters which can reach speeds up to 22 knots. The yacht with a CE certification class (B) and can navigate no further than 200 miles off the coastline. The base price of a new Dragonfly 28 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2865-dragonfly-28,8.75,28.75,6.5,21.333333333333332,1.7,5.583333333333333,1.85,,90.0,60.0,,5.0,,,,,,,,,Сenterboard,B - Sea,,,,Performance Cruiser,Other,Dragonfly,Denmark,,28,from 2013,,,,,,,,,22.0,,,,,,,,
Elan E4,Sailing yacht,The Elan E4 is produced by the brand Elan since 2013. Elan E4 is a 10.60 meters sport cruiser with 2 guest cabins and a draft of 2.15 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Elan E4 is €219.0 thousand.,"from €219,000",https://itboat.com/models/4791-elan-e4,10.6,34.833333333333336,3.5,11.5,2.15,7.083333333333333,,5.3 (half load),75.0,185.0,,2.0,6.0,1.0,40.0,,35.0,,128.0,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Elan,Slovenia,E-Line,E4,from 2013,,,,,,,,,,,,,,,,,
Elan E5,Sailing yacht,The Elan E5 is produced by the brand Elan since 2013. Elan E5 is a 11.96 meters sport cruiser with 3 guest cabins and a draft of 2.40 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Elan E5 is €294.9 thousand.,"from €294,900",https://itboat.com/models/2552-elan-e5,11.96,39.25,3.87,12.75,2.4,7.916666666666667,,8 (unloaded),132.0,277.0,,3.0,6.0,1.0,52.0,,39.0,,135.0,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Elan,Slovenia,E-Line,E5,from 2013,,,,,,,,,,,,,,,,,
Garcia Exploration 60,Sailing yacht,The Garcia Exploration 60 is produced by the brand Garcia since 2018. Garcia Exploration 60 is a 19.50 meters aluminium sailing yacht with 3 guest cabins and a draft of 1.50 meters. The yacht has a aluminum hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Garcia Exploration 60 is €2.3 million.,"from €2,264,682",https://itboat.com/models/7909-garcia-exploration-60,19.5,64.0,5.4,17.75,1.5,5.0,,35 (half load),2500.0,800.0,,3.0,6.0,2.0,,,,,170.0,,Lifting,A - Ocean,Monohull,Aluminum,Modern / Mainstream,Cruiser,With deck saloon,Garcia,France,Sailboats,Exploration 60,from 2018,,,,,,230.0,,,,,,,,,,,
Garcia Explocat 52,Sailing yacht,"The Garcia Explocat 52 is produced by the brand Garcia since 2016. Garcia Explocat 52 is a 16.30 meters aluminium sailing yacht with 3 guest cabins and a draft of 1.50 meters. The yacht has a aluminum hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Garcia Explocat 52 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/7193-explocat-52,16.3,53.5,8.5,27.916666666666668,1.5,5.0,,19 (half load),1000.0,500.0,,3.0,6.0,2.0,,,,,185.0,,Fixed,A - Ocean,Catamaran,Aluminum,Modern / Mainstream,Cruiser,With deck saloon,Garcia,France,Catamarans,Explocat 52,from 2016,,,,,,,,,,,,,,,,,
Garcia Exploration 52,Sailing yacht,"The Garcia Exploration 52 is produced by the brand Garcia since 2015. Garcia Exploration 52 is a 16.55 meters aluminium sailing yacht with 3 guest cabins and a draft of 2.9 meters. The yacht has a aluminum hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Garcia Exploration 52 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/6630-exploration-52,16.55,54.333333333333336,4.8,15.75,2.9,9.583333333333334,,18.8 (half load),1000.0,800.0,,3.0,5.0,2.0,,,,,130.0,,Сenterboard,A - Ocean,Monohull,Aluminum,Modern / Mainstream,Cruiser,With deck saloon,Garcia,France,Sailboats,Exploration 52,from 2015,,,,,,186.0,,,,,,,,,,,
Garcia Exploration 45,Sailing yacht,"The Garcia Exploration 45 is produced by the brand Garcia since 2014. Garcia Exploration 45 is a 13.98 meters aluminium sailing yacht with 3 guest cabins and a draft of 1.05 meters. The yacht has a aluminum hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Garcia Exploration 45 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/4795-garcia-exploration-45,13.98,45.916666666666664,4.43,14.583333333333334,1.05,3.5,,14.1 (half load),700.0,500.0,,3.0,5.0,1.0,91.0,,,,90.0,,Сenterboard,A - Ocean,Monohull,Aluminum,Modern / Mainstream,Cruiser,With deck saloon,Garcia,France,Sailboats,Exploration 45,from 2014,,,,,,160.0,,,,,,,,,,,
Haber 660 Sloop,Sailing yacht,"The Haber 660 Sloop is produced by the brand Haber Yachts since 2010. Haber 660 Sloop is a 6.60 meters classic yacht with 1 guest cabin and a draft of 0.40 meters. The yacht has a aluminum hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new Haber 660 Sloop is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/1813-haber-yachts-660-sloop,6.6,21.666666666666668,2.5,8.25,0.4,1.3333333333333333,,,,,,1.0,4.0,1.0,12.0,,,9.0,,,Lifting,C - Coastal waters,Monohull,Aluminum,Classic / Retro,Cruiser,With deck saloon,Haber Yachts,Poland,Sailing Yachts,660 Sloop,from 2010,,,,,,,,,,,,,,,,,
Hylas H63,Sailing yacht,"The Hylas H63 is produced by the brand Hylas since 2014. Hylas H63 is a 19.23 meters luxury cruising yacht with 4 guest cabins and a draft of 2.29 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Hylas H63 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/7984-hylas-h63,19.23,63.166666666666664,5.38,17.666666666666668,2.29,7.583333333333333,,38.46 (half load),2461.0,1454.0,,4.0,8.0,4.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With central / scandinavian cockpit,Hylas,US,,H63,from 2014,,,,,,,,,,,,,,,,,
Hylas H70,Sailing yacht,"The Hylas H70 is produced by the brand Hylas since 2013. Hylas H70 is a 21.01 meters luxury cruising yacht with 4 guest cabins and a draft of 2.1 meters which can cruise at 10 knots. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Hylas H70 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2285-hylas-h70,21.01,69.0,5.49,18.083333333333332,2.1,6.916666666666667,,34.1 (half load),2650.0,1514.0,,4.0,8.0,4.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With central / scandinavian cockpit,Hylas,US,,H70,from 2013,,,,,,,,,,10.0,,,,,,,
Hylas H49,Sailing yacht,"The Hylas H49 is produced by the brand Hylas since 2012. Hylas H49 is a 14.88 meters center-cockpit yacht with 2 guest cabins and a draft of 1.83 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Hylas H49 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2283-hylas-h49,14.88,48.833333333333336,4.34,14.25,1.83,6.083333333333333,,14.5 (half load),550.0,945.0,,2.0,4.0,2.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With central / scandinavian cockpit,Hylas,US,,H49,2012 – 2018,,,,,,,,,,,,,,,,,
Hylas H46,Sailing yacht,"The Hylas H46 is produced by the brand Hylas since 2001. Hylas H46 is a 14.10 meters center-cockpit yacht with 2 guest cabins and a draft of 1.65 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Hylas H46 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2282-hylas-h46,14.1,46.333333333333336,4.19,13.75,1.65,5.416666666666667,,12.6 (half load),373.0,757.0,,2.0,4.0,2.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With central / scandinavian cockpit,Hylas,US,,H46,from 2001,,,,,,,,,,,,,,,,,
Ice 60,Sailing yacht,The Ice 60 is produced by the brand Ice Yachts since 2018. Ice 60 is a 17.99 meters cruising yacht with a Mediterranean cockpit with 4 guest cabins and a draft of 2.85 meters which can cruise at 10 knots. The yacht has a carbon hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Ice 60 is €960.0 thousand.,"from €960,000",https://itboat.com/models/7986-ice-yachts-60,17.99,59.083333333333336,5.2,17.083333333333332,2.85,9.416666666666666,,17.9 (half load),688.0,1000.0,,4.0,8.0,3.0,,,,,,,Fixed,A - Ocean,Monohull,Carbon,Modern / Mainstream,Cruiser,With mediterranean cockpit,Ice Yachts,Italy,Monohull,60,from 2018,,,,,,,,,,10.0,,,,,,,
Ice 52 RS,Sailing yacht,The Ice 52 RS is produced by the brand Ice Yachts since 2016. Ice 52 RS is a 15.58 meters sport cruiser with 3 guest cabins and a draft of 2.90 meters. The yacht has a carbon hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Ice 52 RS is €689.0 thousand.,"from €689,000",https://itboat.com/models/7985-ice-yachts-52-rs,15.58,51.166666666666664,4.66,15.333333333333334,2.9,9.583333333333334,,10.9 (half load),445.0,600.0,,3.0,6.0,2.0,,,,,,,Fixed,A - Ocean,Monohull,Carbon,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Ice Yachts,Italy,Monohull,52 RS,from 2016,,,,,,,,,,,,,,,,,
Ice 100,Sailing yacht,"The Ice 100 is produced by the brand Ice Yachts since 2015. Ice 100 is a 30.70 meters luxury cruising yacht with 5 guest cabins and a draft of 4.50 meters. The yacht has a carbon hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Ice 100 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/6482-ice-yachts-100,30.7,100.75,6.8,22.333333333333332,4.5,14.833333333333334,,60 (half load),2500.0,1500.0,,5.0,10.0,6.0,,,,,,,Fixed,A - Ocean,Monohull,Carbon,Modern / Mainstream,Cruiser,With mediterranean cockpit,Ice Yachts,Italy,Monohull,100,from 2015,,,,,,,,,,,,,,,,,
Island Packet Yachts IP 349,Sailing yacht,The Island Packet Yachts IP 349 is produced by the brand Island Packet Yachts since 2015. Island Packet Yachts IP 349 is a 11.31 meters cruising yacht with a Mediterranean cockpit with 2 guest cabins and a draft of 1.22 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Island Packet Yachts IP 349 is $419.0 thousand.,"from $419,000",https://itboat.com/models/9319-island-packet-yachts-ip-349,11.31,37.166666666666664,3.78,12.416666666666666,1.22,4.083333333333333,,,,,,2.0,4.0,1.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,Island Packet Yachts,US,,IP 349,from 2015,,,,,,,,,,,,,,,,,
